,word,score
72,alter,0.0024439871900604573
73,altogether,0.0024439871900604573
74,alwayes,0.0024439871900604573
75,amaz,0.004887974380120915
76,amazedly,0.0024439871900604573
77,amazement,0.0024439871900604573
78,ambition,0.007331961570181372
79,amen,0.012219935950302286
80,amend,0.0024439871900604573
81,amends,0.0024439871900604573
82,amisse,0.0024439871900604573
83,ang,0.00977594876024183
84,angell,0.004887974380120915
85,angels,0.004887974380120915
86,anger,0.004887974380120915
87,angerly,0.0024439871900604573
88,angry,0.0024439871900604573
89,angus,0.014663923140362745
90,annoyance,0.0024439871900604573
91,anon,0.017107910330423203
92,anoynted,0.0024439871900604573
93,answer,0.012219935950302286
94,anthonies,0.0024439871900604573
95,anticipat,0.0024439871900604573
96,antidote,0.0024439871900604573
97,antique,0.0024439871900604573
98,apace,0.0024439871900604573
99,apart,0.0024439871900604573
100,appall,0.0024439871900604573
101,appalls,0.0024439871900604573
102,appar,0.00977594876024183
103,apparation,0.004887974380120915
104,apparition,0.0024439871900604573
105,appeare,0.0024439871900604573
106,appeares,0.0024439871900604573
107,appease,0.0024439871900604573
108,appetite,0.0024439871900604573
109,applaud,0.007331961570181372
110,apply,0.0024439871900604573
111,appoint,0.0024439871900604573
112,approach,0.00977594876024183
113,approaches,0.0024439871900604573
114,approch,0.0024439871900604573
115,approches,0.0024439871900604573
116,approue,0.0024439871900604573
117,arabia,0.0024439871900604573
118,arbitrate,0.0024439871900604573
119,argument,0.0024439871900604573
120,aright,0.0024439871900604573
121,arm,0.004887974380120915
122,arme,0.00977594876024183
123,armed,0.0024439871900604573
124,armes,0.004887974380120915
125,armor,0.004887974380120915
126,armour,0.0024439871900604573
127,army,0.0024439871900604573
128,aroynt,0.0024439871900604573
129,arriu,0.0024439871900604573
130,art,0.04643575661114869
131,artificiall,0.0024439871900604573
132,aside,0.0024439871900604573
133,ask,0.004887974380120915
134,aske,0.0024439871900604573
135,asleepe,0.004887974380120915
136,assaileable,0.0024439871900604573
137,assassination,0.0024439871900604573
138,assault,0.0024439871900604573
139,assay,0.0024439871900604573
140,assistance,0.0024439871900604573
141,assisted,0.0024439871900604573
142,assurance,0.0024439871900604573
143,attempt,0.004887974380120915
144,attend,0.012219935950302286
145,attendants,0.014663923140362745
146,attyre,0.0024439871900604573
147,auant,0.0024439871900604573
148,auarice,0.004887974380120915
149,auaricious,0.0024439871900604573
150,audit,0.0024439871900604573
151,aught,0.0024439871900604573
152,augment,0.0024439871900604573
153,augure,0.0024439871900604573
154,augures,0.0024439871900604573
155,auoid,0.0024439871900604573
156,auouch,0.0024439871900604573
157,auouches,0.0024439871900604573
158,auoyded,0.0024439871900604573
159,authoriz,0.0024439871900604573
160,awak,0.004887974380120915
161,awake,0.007331961570181372
162,away,0.02688385909066503
163,ayd,0.0024439871900604573
164,ayde,0.0024439871900604573
165,aye,0.0024439871900604573
166,ayme,0.0024439871900604573
167,ayre,0.03665980785090686
168,babe,0.007331961570181372
169,babes,0.007331961570181372
170,baboones,0.0024439871900604573
171,baby,0.004887974380120915
172,backe,0.012219935950302286
173,backs,0.0024439871900604573
174,backward,0.0024439871900604573
175,bad,0.012219935950302286
176,badg,0.0024439871900604573
177,baited,0.0024439871900604573
178,bake,0.0024439871900604573
179,balles,0.0024439871900604573
180,balme,0.0024439871900604573
181,bals,0.0024439871900604573
182,ban,0.017107910330423203
183,bane,0.0024439871900604573
184,banish,0.0024439871900604573
185,banke,0.0024439871900604573
186,banners,0.004887974380120915
187,banq,0.05865569256145098
188,banquet,0.004887974380120915
189,banquets,0.0024439871900604573
190,banquo,0.09531550041235784
191,banquoh,0.0024439871900604573
192,bare,0.004887974380120915
193,barke,0.0024439871900604573
194,barlet,0.0024439871900604573
195,barren,0.0024439871900604573
196,basis,0.0024439871900604573
197,bat,0.004887974380120915
198,bath,0.0024439871900604573
199,bathe,0.0024439871900604573
200,battaile,0.0024439871900604573
201,battell,0.0024439871900604573
202,batter,0.0024439871900604573
203,battlements,0.004887974380120915
204,bear,0.0024439871900604573
205,beard,0.004887974380120915
206,beards,0.0024439871900604573
207,beare,0.02932784628072549
208,beares,0.004887974380120915
209,beast,0.0024439871900604573
210,beate,0.004887974380120915
211,beaten,0.0024439871900604573
212,beauteous,0.0024439871900604573
213,bed,0.02932784628072549
214,beds,0.0024439871900604573
215,bee,0.007331961570181372
216,beene,0.02688385909066503
217,beest,0.0024439871900604573
218,beetle,0.0024439871900604573
219,befor,0.0024439871900604573
220,began,0.007331961570181372
221,begge,0.004887974380120915
222,begger,0.0024439871900604573
223,begin,0.004887974380120915
224,beguile,0.0024439871900604573
225,begun,0.004887974380120915
226,behinde,0.0024439871900604573
227,behold,0.00977594876024183
228,beldams,0.0024439871900604573
229,beleefe,0.004887974380120915
230,beleeu,0.0024439871900604573
231,beleeue,0.007331961570181372
232,bell,0.01955189752048366
233,bellona,0.0024439871900604573
234,belt,0.0024439871900604573
235,belzebub,0.0024439871900604573
236,bend,0.0024439871900604573
237,bene,0.012219935950302286
238,beneath,0.0024439871900604573
239,benediction,0.0024439871900604573
240,benefit,0.0024439871900604573
241,bent,0.0024439871900604573
242,benyson,0.0024439871900604573
243,best,0.01955189752048366
244,bestow,0.0024439871900604573
245,bestowes,0.0024439871900604573
246,bestride,0.0024439871900604573
247,betimes,0.004887974380120915
248,betray,0.004887974380120915
249,better,0.01955189752048366
250,betweene,0.004887974380120915
251,beware,0.004887974380120915
252,bid,0.017107910330423203
253,bidding,0.0024439871900604573
254,bides,0.0024439871900604573
255,bids,0.0024439871900604573
256,bin,0.007331961570181372
257,binde,0.0024439871900604573
258,bird,0.007331961570181372
259,birds,0.007331961570181372
260,birnan,0.0024439871900604573
261,birnane,0.004887974380120915
262,birth,0.004887974380120915
263,birthdome,0.0024439871900604573
264,black,0.00977594876024183
265,blacke,0.00977594876024183
266,blade,0.004887974380120915
267,bladed,0.0024439871900604573
268,blame,0.004887974380120915
269,blames,0.0024439871900604573
270,blanch,0.0024439871900604573
271,blanket,0.0024439871900604573
272,blaspheme,0.0024439871900604573
273,blaspheming,0.0024439871900604573
274,blast,0.0024439871900604573
275,blasted,0.0024439871900604573
276,bleed,0.00977594876024183
277,bleeding,0.004887974380120915
278,bleeds,0.0024439871900604573
279,blesse,0.007331961570181372
280,blessed,0.0024439871900604573
281,blessing,0.007331961570181372
282,blessings,0.0024439871900604573
283,blinde,0.0024439871900604573
284,blisters,0.0024439871900604573
285,blood,0.05865569256145098
286,bloodie,0.0024439871900604573
287,bloodier,0.0024439871900604573
288,bloody,0.03665980785090686
289,blow,0.00977594876024183
290,blowes,0.0024439871900604573
291,blown,0.0024439871900604573
292,blowne,0.0024439871900604573
293,blunt,0.0024439871900604573
294,boadments,0.0024439871900604573
295,boasting,0.0024439871900604573
296,body,0.007331961570181372
297,bold,0.012219935950302286
298,bolter,0.0024439871900604573
299,bond,0.004887974380120915
300,bonelesse,0.0024439871900604573
301,bones,0.007331961570181372
302,bonfire,0.0024439871900604573
303,booke,0.0024439871900604573
304,boot,0.0024439871900604573
305,bore,0.0024439871900604573
306,borne,0.03665980785090686
307,borrowed,0.0024439871900604573
308,borrower,0.0024439871900604573
309,bosome,0.00977594876024183
310,bosomes,0.004887974380120915
311,botches,0.0024439871900604573
312,bottome,0.0024439871900604573
313,boue,0.0024439871900604573
314,bough,0.0024439871900604573
315,boughes,0.0024439871900604573
316,bought,0.004887974380120915
317,bound,0.007331961570181372
318,boundlesse,0.0024439871900604573
319,bounteous,0.0024439871900604573
320,bounty,0.0024439871900604573
321,bow,0.0024439871900604573
322,boy,0.007331961570181372
323,boyle,0.007331961570181372
324,brag,0.0024439871900604573
325,braggart,0.0024439871900604573
326,braine,0.012219935950302286
327,braines,0.004887974380120915
328,brandish,0.0024439871900604573
329,brandisht,0.0024439871900604573
330,braue,0.004887974380120915
331,brauely,0.0024439871900604573
332,breach,0.004887974380120915
333,breake,0.007331961570181372
334,breath,0.017107910330423203
335,breech,0.0024439871900604573
336,breed,0.00977594876024183
337,breefe,0.0024439871900604573
338,brest,0.004887974380120915
339,brests,0.0024439871900604573
340,brew,0.0024439871900604573
341,bridegroome,0.0024439871900604573
342,briefely,0.0024439871900604573
343,bright,0.004887974380120915
344,brightest,0.0024439871900604573
345,brinded,0.0024439871900604573
346,bring,0.021995884710544117
347,brings,0.0024439871900604573
348,broad,0.007331961570181372
349,broke,0.00977594876024183
350,broth,0.0024439871900604573
351,brother,0.0024439871900604573
352,brought,0.004887974380120915
353,brow,0.004887974380120915
354,browes,0.0024439871900604573
355,brows,0.0024439871900604573
356,broyle,0.0024439871900604573
357,bruited,0.0024439871900604573
358,bubble,0.00977594876024183
359,bubbles,0.0024439871900604573
360,buckle,0.0024439871900604573
361,buffets,0.0024439871900604573
362,building,0.0024439871900604573
363,built,0.0024439871900604573
364,buriall,0.0024439871900604573
365,buried,0.0024439871900604573
366,burley,0.0024439871900604573
367,burne,0.00977594876024183
368,burnt,0.0024439871900604573
369,bury,0.0024439871900604573
370,businesse,0.021995884710544117
371,butcher,0.0024439871900604573
372,buttrice,0.0024439871900604573
373,buy,0.0024439871900604573
374,byrnam,0.0024439871900604573
375,byrnan,0.004887974380120915
376,byrnane,0.00977594876024183
377,byth,0.0024439871900604573
378,cabin,0.0024439871900604573
379,caesar,0.0024439871900604573
380,caldron,0.004887974380120915
381,calling,0.0024439871900604573
382,calls,0.004887974380120915
383,cam,0.0024439871900604573
384,came,0.012219935950302286
385,cancell,0.0024439871900604573
386,candle,0.0024439871900604573
387,candles,0.0024439871900604573
388,cannons,0.0024439871900604573
389,canst,0.004887974380120915
390,cap,0.007331961570181372
391,capitall,0.0024439871900604573
392,caps,0.0024439871900604573
393,captaine,0.0024439871900604573
394,captaines,0.0024439871900604573
395,captiuitie,0.0024439871900604573
396,card,0.0024439871900604573
397,care,0.012219935950302286
398,carelesse,0.0024439871900604573
399,carowsing,0.0024439871900604573
400,carried,0.0024439871900604573
401,carry,0.004887974380120915
402,caru,0.0024439871900604573
403,cases,0.0024439871900604573
404,casing,0.0024439871900604573
405,cast,0.007331961570181372
406,castle,0.00977594876024183
407,castles,0.007331961570181372
408,cat,0.004887974380120915
409,catalogue,0.0024439871900604573
410,catch,0.007331961570181372
411,cath,0.007331961570181372
412,cathnes,0.004887974380120915
413,cauldron,0.012219935950302286
414,cause,0.012219935950302286
415,causes,0.004887974380120915
416,caution,0.004887974380120915
417,cawdor,0.051323730991269606
418,cawdron,0.0024439871900604573
419,cease,0.0024439871900604573
420,celebrates,0.0024439871900604573
421,censures,0.0024439871900604573
422,centinell,0.0024439871900604573
423,ceremony,0.0024439871900604573
424,certaine,0.012219935950302286
425,cesterne,0.0024439871900604573
426,chafes,0.0024439871900604573
427,challenge,0.0024439871900604573
428,challice,0.0024439871900604573
429,chamber,0.014663923140362745
430,chamberlaines,0.0024439871900604573
431,chambers,0.0024439871900604573
432,champion,0.0024439871900604573
433,chanc,0.0024439871900604573
434,chance,0.012219935950302286
435,charg,0.007331961570181372
436,charge,0.007331961570181372
437,charme,0.012219935950302286
438,charmed,0.004887974380120915
439,charmes,0.004887974380120915
440,charnell,0.0024439871900604573
441,chastise,0.0024439871900604573
442,chawdron,0.0024439871900604573
443,cheapely,0.0024439871900604573
444,check,0.0024439871900604573
445,cheefest,0.0024439871900604573
446,cheekes,0.004887974380120915
447,cheere,0.00977594876024183
448,cherubin,0.0024439871900604573
449,chestnuts,0.0024439871900604573
450,chickens,0.0024439871900604573
451,chid,0.0024439871900604573
452,chiefe,0.004887974380120915
453,childe,0.00977594876024183
454,childhood,0.0024439871900604573
455,children,0.01955189752048366
456,childrens,0.0024439871900604573
457,chimneys,0.0024439871900604573
458,choake,0.0024439871900604573
459,choppie,0.0024439871900604573
460,chops,0.0024439871900604573
461,choughes,0.0024439871900604573
462,christendome,0.0024439871900604573
463,chuck,0.0024439871900604573
464,churches,0.0024439871900604573
465,cine,0.0024439871900604573
466,cines,0.0024439871900604573
467,clamor,0.004887974380120915
468,clamorous,0.0024439871900604573
469,clatter,0.0024439871900604573
470,clayme,0.0024439871900604573
471,cleane,0.004887974380120915
472,cleanse,0.0024439871900604573
473,cleare,0.004887974380120915
474,clearenesse,0.0024439871900604573
475,cleares,0.0024439871900604573
476,cleaue,0.004887974380120915
477,cleere,0.004887974380120915
478,climbe,0.0024439871900604573
479,cling,0.004887974380120915
480,clipt,0.0024439871900604573
481,clock,0.004887974380120915
482,clogges,0.0024439871900604573
483,clos,0.0024439871900604573
484,close,0.007331961570181372
485,closset,0.0024439871900604573
486,cloud,0.0024439871900604573
487,clowd,0.0024439871900604573
488,clowdy,0.0024439871900604573
489,cloyster,0.0024439871900604573
490,clutch,0.0024439871900604573
491,cock,0.0024439871900604573
492,coigne,0.0024439871900604573
493,cold,0.014663923140362745
494,colmekill,0.0024439871900604573
495,colmes,0.0024439871900604573
496,colour,0.0024439871900604573
497,colours,0.014663923140362745
498,com,0.0024439871900604573
499,combin,0.0024439871900604573
500,combustion,0.0024439871900604573
501,come,0.1319753082632647
502,comes,0.031771833470785944
503,comfort,0.012219935950302286
504,comforted,0.0024439871900604573
505,command,0.014663923140362745
506,commanded,0.0024439871900604573
507,commands,0.0024439871900604573
508,commencing,0.0024439871900604573
509,commend,0.004887974380120915
510,commendations,0.0024439871900604573
511,commends,0.0024439871900604573
512,comming,0.017107910330423203
513,commission,0.0024439871900604573
514,committed,0.0024439871900604573
515,common,0.004887974380120915
516,companie,0.0024439871900604573
517,companions,0.0024439871900604573
518,company,0.0024439871900604573
519,compar,0.0024439871900604573
520,comparisons,0.0024439871900604573
521,compast,0.0024439871900604573
522,compell,0.0024439871900604573
523,composd,0.0024439871900604573
524,compose,0.0024439871900604573
525,composition,0.0024439871900604573
526,compt,0.0024439871900604573
527,compunctious,0.0024439871900604573
528,conceiue,0.0024439871900604573
529,concerne,0.0024439871900604573
530,conclude,0.0024439871900604573
531,concluded,0.0024439871900604573
532,conclusion,0.0024439871900604573
533,concord,0.0024439871900604573
534,condemne,0.0024439871900604573
535,conduct,0.0024439871900604573
536,conference,0.0024439871900604573
537,confess,0.004887974380120915
538,confessing,0.0024439871900604573
539,confident,0.0024439871900604573
540,confin,0.0024439871900604573
541,confinelesse,0.0024439871900604573
542,confirm,0.004887974380120915
543,confirme,0.0024439871900604573
544,conflict,0.0024439871900604573
545,confound,0.004887974380120915
546,confounds,0.0024439871900604573
547,confronted,0.0024439871900604573
548,confus,0.0024439871900604573
549,confusion,0.004887974380120915
550,coniure,0.0024439871900604573
551,consent,0.0024439871900604573
552,consequence,0.004887974380120915
553,consequences,0.0024439871900604573
554,consider,0.004887974380120915
555,consort,0.0024439871900604573
556,conspirers,0.0024439871900604573
557,constancie,0.0024439871900604573
558,constrained,0.0024439871900604573
559,construction,0.0024439871900604573
560,contend,0.007331961570181372
561,contending,0.0024439871900604573
562,content,0.004887974380120915
563,contented,0.0024439871900604573
564,continent,0.0024439871900604573
565,continually,0.0024439871900604573
566,continue,0.004887974380120915
567,continued,0.0024439871900604573
568,contradict,0.0024439871900604573
569,contriuer,0.0024439871900604573
570,conuert,0.0024439871900604573
571,conuey,0.0024439871900604573
572,conuince,0.0024439871900604573
573,conuinces,0.0024439871900604573
574,cool,0.0024439871900604573
575,coole,0.004887974380120915
576,cooz,0.0024439871900604573
577,coppie,0.0024439871900604573
578,corne,0.0024439871900604573
579,corner,0.0024439871900604573
580,corporall,0.004887974380120915
581,cosin,0.004887974380120915
582,cosine,0.0024439871900604573
583,cosins,0.0024439871900604573
584,coueted,0.0024439871900604573
585,councell,0.0024439871900604573
586,counsail,0.0024439871900604573
587,counsailers,0.0024439871900604573
588,countenance,0.0024439871900604573
589,counterfeit,0.0024439871900604573
590,countrey,0.0024439871900604573
591,countreyes,0.0024439871900604573
592,countries,0.007331961570181372
593,country,0.012219935950302286
594,countryman,0.0024439871900604573
595,courage,0.007331961570181372
596,course,0.004887974380120915
597,courst,0.0024439871900604573
598,court,0.00977594876024183
599,cousin,0.004887974380120915
600,cousins,0.0024439871900604573
601,cow,0.0024439871900604573
602,coward,0.004887974380120915
603,cozen,0.0024439871900604573
604,cozens,0.0024439871900604573
605,cracke,0.0024439871900604573
606,cracks,0.0024439871900604573
607,cradle,0.0024439871900604573
608,craue,0.0024439871900604573
609,craues,0.0024439871900604573
610,crauing,0.0024439871900604573
611,craz,0.0024439871900604573
612,cream,0.0024439871900604573
613,create,0.0024439871900604573
614,creation,0.0024439871900604573
615,credulous,0.0024439871900604573
616,creepes,0.0024439871900604573
617,crests,0.0024439871900604573
618,crew,0.0024439871900604573
619,crib,0.0024439871900604573
620,crickets,0.0024439871900604573
621,cries,0.004887974380120915
622,crime,0.0024439871900604573
623,croakes,0.0024439871900604573
624,crost,0.0024439871900604573
625,crow,0.0024439871900604573
626,crown,0.007331961570181372
627,crowne,0.012219935950302286
628,crowned,0.0024439871900604573
629,crownes,0.0024439871900604573
630,cruell,0.00977594876024183
631,crueltie,0.0024439871900604573
632,cruelty,0.0024439871900604573
633,cryes,0.004887974380120915
634,crying,0.0024439871900604573
635,cumberland,0.004887974380120915
636,curbing,0.0024439871900604573
637,cure,0.007331961570181372
638,cures,0.0024439871900604573
639,curres,0.0024439871900604573
640,curriors,0.0024439871900604573
641,curse,0.004887974380120915
642,cursed,0.004887974380120915
643,curses,0.0024439871900604573
644,curtain,0.0024439871900604573
645,custome,0.004887974380120915
646,cut,0.00977594876024183
647,cyme,0.0024439871900604573
648,dagger,0.007331961570181372
649,daggers,0.017107910330423203
650,daintie,0.0024439871900604573
651,dame,0.0024439871900604573
652,dames,0.0024439871900604573
653,damme,0.0024439871900604573
654,damn,0.007331961570181372
655,damnation,0.0024439871900604573
656,damne,0.0024439871900604573
657,damned,0.007331961570181372
658,dance,0.0024439871900604573
659,danger,0.004887974380120915
660,dangerous,0.0024439871900604573
661,dare,0.031771833470785944
662,darefull,0.0024439871900604573
663,dares,0.007331961570181372
664,darke,0.012219935950302286
665,darknesse,0.004887974380120915
666,dasht,0.0024439871900604573
667,daughters,0.0024439871900604573
668,dauntlesse,0.0024439871900604573
669,day,0.04643575661114869
670,dayes,0.01955189752048366
671,dead,0.034215820660846406
672,deadly,0.0024439871900604573
673,deadmans,0.0024439871900604573
674,deafe,0.0024439871900604573
675,deaftly,0.0024439871900604573
676,deale,0.0024439871900604573
677,deare,0.004887974380120915
678,dearest,0.00977594876024183
679,death,0.048879743801209144
680,deaths,0.0024439871900604573
681,debt,0.0024439871900604573
682,deceitfull,0.0024439871900604573
683,deceiue,0.0024439871900604573
684,decision,0.0024439871900604573
685,dedicate,0.0024439871900604573
686,deed,0.034215820660846406
687,deedes,0.0024439871900604573
688,deeds,0.004887974380120915
689,deepe,0.014663923140362745
690,deepely,0.0024439871900604573
691,deeper,0.0024439871900604573
692,deepest,0.0024439871900604573
693,deere,0.007331961570181372
694,deerest,0.0024439871900604573
695,defect,0.0024439871900604573
696,defence,0.004887974380120915
697,degrees,0.0024439871900604573
698,deigne,0.0024439871900604573
699,delicate,0.0024439871900604573
700,delight,0.004887974380120915
701,delights,0.0024439871900604573
702,delinquents,0.0024439871900604573
703,deliuer,0.004887974380120915
704,deliuers,0.0024439871900604573
705,demand,0.0024439871900604573
706,demerits,0.0024439871900604573
707,demy,0.0024439871900604573
708,denies,0.0024439871900604573
709,deny,0.007331961570181372
710,depart,0.0024439871900604573
711,desart,0.0024439871900604573
712,descend,0.0024439871900604573
713,descended,0.0024439871900604573
714,descends,0.004887974380120915
715,desert,0.0024439871900604573
716,deseru,0.004887974380120915
717,deseruers,0.0024439871900604573
718,deserues,0.004887974380120915
719,designe,0.0024439871900604573
720,desir,0.0024439871900604573
721,desire,0.017107910330423203
722,desires,0.0024439871900604573
723,desolate,0.0024439871900604573
724,destinie,0.0024439871900604573
725,destroy,0.004887974380120915
726,destroying,0.0024439871900604573
727,destruction,0.004887974380120915
728,detraction,0.0024439871900604573
729,deuill,0.00977594876024183
730,deuils,0.0024439871900604573
731,deuotion,0.0024439871900604573
732,deuoure,0.0024439871900604573
733,dew,0.0024439871900604573
734,diamond,0.0024439871900604573
735,did,0.10264746198253921
736,didst,0.007331961570181372
737,die,0.0024439871900604573
738,digestion,0.0024439871900604573
739,digg,0.0024439871900604573
740,dignities,0.0024439871900604573
741,dignity,0.0024439871900604573
742,diminitiue,0.0024439871900604573
743,dire,0.0024439871900604573
744,direction,0.004887974380120915
745,directly,0.0024439871900604573
746,direfull,0.0024439871900604573
747,direnesse,0.0024439871900604573
748,direst,0.0024439871900604573
749,dis,0.007331961570181372
750,disasters,0.0024439871900604573
751,disbursed,0.0024439871900604573
752,discerne,0.0024439871900604573
753,discharge,0.0024439871900604573
754,discomfort,0.004887974380120915
755,discouery,0.0024439871900604573
756,disdayning,0.0024439871900604573
757,diseas,0.0024439871900604573
758,disease,0.007331961570181372
759,disgrace,0.004887974380120915
760,disguising,0.0024439871900604573
761,dishes,0.0024439871900604573
762,dishonors,0.0024439871900604573
763,disloyall,0.0024439871900604573
764,dismall,0.007331961570181372
765,dismay,0.0024439871900604573
766,dismisse,0.0024439871900604573
767,disorder,0.0024439871900604573
768,dispaire,0.004887974380120915
769,dispatch,0.007331961570181372
770,dispise,0.0024439871900604573
771,displac,0.0024439871900604573
772,disposition,0.0024439871900604573
773,dispute,0.0024439871900604573
774,distance,0.004887974380120915
775,distemper,0.0024439871900604573
776,distill,0.0024439871900604573
777,distinguishes,0.0024439871900604573
778,distracted,0.0024439871900604573
779,distresses,0.0024439871900604573
780,ditch,0.004887974380120915
781,diuell,0.00977594876024183
782,diuellish,0.0024439871900604573
783,diuers,0.0024439871900604573
784,diuine,0.0024439871900604573
785,diuision,0.0024439871900604573
786,doct,0.048879743801209144
787,doctor,0.01955189752048366
788,doe,0.09287151322229738
789,does,0.01955189752048366
790,doffe,0.0024439871900604573
791,dogge,0.0024439871900604573
792,dogges,0.0024439871900604573
793,dogs,0.0024439871900604573
794,doing,0.004887974380120915
795,dollars,0.0024439871900604573
796,dolour,0.0024439871900604573
797,domestique,0.0024439871900604573
798,don,0.00977594876024183
799,donal,0.004887974380120915
800,donalbaine,0.017107910330423203
801,donalbane,0.004887974380120915
802,doo,0.004887974380120915
803,doome,0.0024439871900604573
804,doomes,0.0024439871900604573
805,doore,0.007331961570181372
806,doores,0.0024439871900604573
807,dost,0.004887974380120915
808,doth,0.014663923140362745
809,double,0.02688385909066503
810,doubly,0.0024439871900604573
811,doubt,0.00977594876024183
812,doubtfull,0.004887974380120915
813,doubts,0.004887974380120915
814,downe,0.03665980785090686
815,downey,0.0024439871900604573
816,downfall,0.0024439871900604573
817,drab,0.0024439871900604573
818,dragon,0.0024439871900604573
819,draw,0.007331961570181372
820,drawne,0.004887974380120915
821,dread,0.0024439871900604573
822,dreadfull,0.004887974380120915
823,dreames,0.004887974380120915
824,dreamt,0.0024439871900604573
825,drenched,0.0024439871900604573
826,dresse,0.0024439871900604573
827,drest,0.0024439871900604573
828,dreyne,0.0024439871900604573
829,drie,0.0024439871900604573
830,drinke,0.01955189752048366
831,droope,0.0024439871900604573
832,drop,0.007331961570181372
833,drops,0.0024439871900604573
834,drowne,0.004887974380120915
835,drowse,0.0024439871900604573
836,drowsie,0.0024439871900604573
837,drugg,0.0024439871900604573
838,drugge,0.0024439871900604573
839,drum,0.00977594876024183
840,drumme,0.00977594876024183
841,drunk,0.0024439871900604573
842,drunke,0.0024439871900604573
843,dst,0.0024439871900604573
844,dudgeon,0.0024439871900604573
845,dues,0.0024439871900604573
846,duff,0.0024439871900604573
847,dull,0.0024439871900604573
848,duncan,0.024439871900604572
849,duncane,0.007331961570181372
850,duncans,0.007331961570181372
851,dunnest,0.0024439871900604573
852,dunsinane,0.01955189752048366
853,dunsmane,0.0024439871900604573
854,durst,0.0024439871900604573
855,dusty,0.0024439871900604573
856,duties,0.012219935950302286
857,dwarfish,0.0024439871900604573
858,dwell,0.0024439871900604573
859,dwindle,0.0024439871900604573
860,dy,0.014663923140362745
861,dye,0.00977594876024183
862,dyed,0.0024439871900604573
863,dying,0.0024439871900604573
864,dyre,0.0024439871900604573
865,eagles,0.0024439871900604573
866,ear,0.0024439871900604573
867,eare,0.012219935950302286
868,eares,0.004887974380120915
869,earles,0.0024439871900604573
870,earnest,0.004887974380120915
871,earth,0.01955189752048366
872,earthly,0.0024439871900604573
873,easie,0.007331961570181372
874,easier,0.0024439871900604573
875,east,0.0024439871900604573
876,eate,0.00977594876024183
877,eaten,0.004887974380120915
878,eccho,0.0024439871900604573
879,ecclipse,0.0024439871900604573
880,edge,0.004887974380120915
881,edward,0.0024439871900604573
882,effect,0.0024439871900604573
883,effects,0.0024439871900604573
884,egge,0.0024439871900604573
885,eighth,0.0024439871900604573
886,eldest,0.0024439871900604573
887,elues,0.0024439871900604573
888,em,0.012219935950302286
889,embrace,0.0024439871900604573
890,eminence,0.0024439871900604573
891,emptying,0.0024439871900604573
892,encounter,0.0024439871900604573
893,end,0.00977594876024183
894,ends,0.004887974380120915
895,endure,0.0024439871900604573
896,enemie,0.00977594876024183
897,enfold,0.0024439871900604573
898,england,0.01955189752048366
899,english,0.014663923140362745
900,enkindle,0.0024439871900604573
901,enow,0.004887974380120915
902,enrage,0.0024439871900604573
903,enrages,0.0024439871900604573
904,enter,0.19796296239489705
905,enterprize,0.0024439871900604573
906,entrailes,0.0024439871900604573
907,entrance,0.004887974380120915
908,entreat,0.0024439871900604573
909,entry,0.0024439871900604573
910,envernes,0.0024439871900604573
911,epicures,0.0024439871900604573
912,equiuocate,0.0024439871900604573
